inventory_category_id,category_name,category_type,parent_category_name,parent_category_type,asset_tag,name,description,serial_number,status,quantity,unit,location,assigned_to_user_id,metadata,purchased_at,warranty_expires_at
,Storage / Drive,asset,Computer Peripheral,asset_group,STORAGE-DRIVE-0006,SSD220Q Solid State Drive Transcend,Transcend,"H80555-0294, H80555-0333, H80555-0334, H80555-0335, H80555-0336",available,5,units,Le Berceau,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""]}",2023-05-23,
,Storage / Drive,asset,Computer Peripheral,asset_group,STORAGE-DRIVE-0003,Seagate 2 TB (External Drive) Backup Plus Slim Portable Storage,Backup Plus Slim Portable Storage,NA97LHKL,available,1,unit,ICT Dept.,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""],""raw_remarks"":[""Not Functional""]}",2017-09-14,
,Storage / Drive,asset,Computer Peripheral,asset_group,STORAGE-DRIVE-0005,USB 2.0 Flash Drive ScanDisk 32GB,ScanDisk 32GB,,available,2,unit,Le Berceau,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""]}",2020-07-17,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0002,CPU Clone System Unit,Clone System Unit,,available,2,unit,ICT Department,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""],""raw_remarks"":[""Functional""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0003,CPU Lenovo System Unit,Lenovo System Unit,"1S10AQ004VPCPB0256DS, 1S10AQ004VPCPB0256CX",available,2,unit,ICT Department,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""],""raw_remarks"":[""Functional""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0004,Clone System Unit Black,Black,,available,1,unit,ICT Department,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""],""raw_remarks"":[""Functional""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0006,Computer - PC01,ACER ALL IN ONE,DQVUYSP00N20102D803000,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC01"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N20102D803000"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0037,Computer - PC01,ACER ALL IN ONE,DQVUYSP00N21003086B3000,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC01"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N21003086B3000"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0073,Computer - PC01,ACER ALL IN ONE,DQVUYSP00N2100385B3000,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC01"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N2100385B3000"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0104,Computer - PC01,ACER ALL IN ONE,DQVUYSP00N210038523000,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC01"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N210038523000"",""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0130,Computer - PC01,ACER ALL IN ONE,DQVUWSP1B2110168E3000,available,1,unit,LR 105 Applications Development Lab I,,"{""ip_address"":""DHCP"",""pc_no"":""PC01"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B2110168E3000"",""source_file"":""LR105(1).docx"",""source_files"":[""LR105(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0156,Computer - PC01,ACER ALL IN ONE,DQVUWSP1B211016833000,available,1,unit,LR 106 Applications Development Lab II,,"{""ip_address"":""DHCP"",""pc_no"":""PC01"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B211016833000"",""source_file"":""LR106(1).docx"",""source_files"":[""LR106(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0007,Computer - PC02,ACER ALL IN ONE,DQVUYSP00N20102DB03000,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC02"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N20102DB03000"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0038,Computer - PC02,ACER ALL IN ONE,DQVUYSP00N2100308763000,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC02"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N2100308763000"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0074,Computer - PC02,ACER ALL IN ONE,DQVUYSP00N21002D793000,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC02"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N21002D793000"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0105,Computer - PC02,ACER ALL IN ONE,DQVUYSP00N210038753000,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC02"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N210038753000"",""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0131,Computer - PC02,ACER ALL IN ONE,DQVUWSP1B211016943000,available,1,unit,LR 105 Applications Development Lab I,,"{""ip_address"":""DHCP"",""pc_no"":""PC02"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B211016943000"",""source_file"":""LR105(1).docx"",""source_files"":[""LR105(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0157,Computer - PC02,ACER ALL IN ONE,DQVUWSP1B211016863000,available,1,unit,LR 106 Applications Development Lab II,,"{""ip_address"":""DHCP"",""pc_no"":""PC02"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B211016863000"",""source_file"":""LR106(1).docx"",""source_files"":[""LR106(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0008,Computer - PC03,ACER ALL IN ONE,DQVUYSP00N20102DAC3000,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC03"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N20102DAC3000"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0039,Computer - PC03,ACER ALL IN ONE,DQVUYSP00N2010386E3000,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC03"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N2010386E3000"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0075,Computer - PC03,ACER ALL IN ONE,DQVUYSP00N210038463000,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC03"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N210038463000"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0106,Computer - PC03,ACER ALL IN ONE,DQVUYSP00N2100387B3000,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC03"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N2100387B3000"",""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0132,Computer - PC03,ACER ALL IN ONE,DQVUWSP1B2110168F3000,available,1,unit,LR 105 Applications Development Lab I,,"{""ip_address"":""DHCP"",""pc_no"":""PC03"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B2110168F3000"",""source_file"":""LR105(1).docx"",""source_files"":[""LR105(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0158,Computer - PC03,ACER ALL IN ONE,DQVUWSP1B211016813000,available,1,unit,LR 106 Applications Development Lab II,,"{""ip_address"":""DHCP"",""pc_no"":""PC03"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B211016813000"",""source_file"":""LR106(1).docx"",""source_files"":[""LR106(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0009,Computer - PC04,ACER ALL IN ONE,DQVUYSP00N20102D7C3000,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC04"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N20102D7C3000"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0040,Computer - PC04,ACER ALL IN ONE,DQVUYSP00N201038613000,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC04"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N201038613000"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0076,Computer - PC04,ACER ALL IN ONE,DQVUYSP00N210038673000,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC04"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N210038673000"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0107,Computer - PC04,ACER ALL IN ONE,DQVUYSP00N20102D903000,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC04"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N20102D903000"",""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0133,Computer - PC04,ACER ALL IN ONE,DQVUWSP1B211016A13000,available,1,unit,LR 105 Applications Development Lab I,,"{""ip_address"":""DHCP"",""pc_no"":""PC04"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B211016A13000"",""source_file"":""LR105(1).docx"",""source_files"":[""LR105(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0159,Computer - PC04,ACER ALL IN ONE,DQVUWSP1B211016973000,available,1,unit,LR 106 Applications Development Lab II,,"{""ip_address"":""DHCP"",""pc_no"":""PC04"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B211016973000"",""source_file"":""LR106(1).docx"",""source_files"":[""LR106(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0010,Computer - PC05,ACER ALL IN ONE,DQVUYSP00N20102D943000,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC05"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N20102D943000"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0041,Computer - PC05,ACER ALL IN ONE,DQVUYSP00N210038693000,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC05"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N210038693000"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0077,Computer - PC05,ACER ALL IN ONE,DQVUYSP00N210038623000,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC05"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N210038623000"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0108,Computer - PC05,ACER ALL IN ONE,DQVUYSP00N210038723000,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC05"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N210038723000"",""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0134,Computer - PC05,ACER ALL IN ONE,DQVUWSP1B211016873000,available,1,unit,LR 105 Applications Development Lab I,,"{""ip_address"":""DHCP"",""pc_no"":""PC05"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B211016873000"",""source_file"":""LR105(1).docx"",""source_files"":[""LR105(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0160,Computer - PC05,ACER ALL IN ONE,DQVUWSP1B211016953000,available,1,unit,LR 106 Applications Development Lab II,,"{""ip_address"":""DHCP"",""pc_no"":""PC05"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B211016953000"",""source_file"":""LR106(1).docx"",""source_files"":[""LR106(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0011,Computer - PC06,ACER ALL IN ONE,DQVUYSP00N20102D9C3000,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC06"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N20102D9C3000"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0042,Computer - PC06,ACER ALL IN ONE,DQVUYSP00N210038683000,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC06"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N210038683000"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0078,Computer - PC06,ACER ALL IN ONE,DQVUYSP00N210038713000,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC06"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N210038713000"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0109,Computer - PC06,ACER ALL IN ONE,DQVUYSP00N20102D863000,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC06"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N20102D863000"",""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0135,Computer - PC06,ACER ALL IN ONE,DQVUWSP1B211016773000,available,1,unit,LR 105 Applications Development Lab I,,"{""ip_address"":""DHCP"",""pc_no"":""PC06"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B211016773000"",""source_file"":""LR105(1).docx"",""source_files"":[""LR105(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0161,Computer - PC06,ACER ALL IN ONE,DQVUWSP1B211016A23000,available,1,unit,LR 106 Applications Development Lab II,,"{""ip_address"":""DHCP"",""pc_no"":""PC06"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B211016A23000"",""source_file"":""LR106(1).docx"",""source_files"":[""LR106(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0012,Computer - PC07,ACER ALL IN ONE,DQVUYSP00N20102D873000,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC07"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N20102D873000"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0043,Computer - PC07,ACER ALL IN ONE,DQVUYSP00N20102D993000,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC07"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N20102D993000"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0079,Computer - PC07,ACER ALL IN ONE,DQVUYSP00N20102DA13000,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC07"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N20102DA13000"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0110,Computer - PC07,ACER ALL IN ONE,DQVUYSP00N20102DA73000,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC07"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N20102DA73000"",""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0136,Computer - PC07,ACER ALL IN ONE,DQVUWSP1B211016723000,available,1,unit,LR 105 Applications Development Lab I,,"{""ip_address"":""DHCP"",""pc_no"":""PC07"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B211016723000"",""source_file"":""LR105(1).docx"",""source_files"":[""LR105(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0162,Computer - PC07,ACER ALL IN ONE,DQVUWSP1B211016963000,available,1,unit,LR 106 Applications Development Lab II,,"{""ip_address"":""DHCP"",""pc_no"":""PC07"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B211016963000"",""source_file"":""LR106(1).docx"",""source_files"":[""LR106(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0013,Computer - PC08,ACER ALL IN ONE,DQVUYSP00N20102D8D3000,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC08"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N20102D8D3000"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0044,Computer - PC08,ACER ALL IN ONE,DQVUYSP00N20102D8D3000,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC08"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N20102D8D3000"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0080,Computer - PC08,ACER ALL IN ONE,DQVUYSP00N2100387D3000,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC08"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N2100387D3000"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0111,Computer - PC08,ACER ALL IN ONE,DQVUYSP00N2100385C3000,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC08"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N2100385C3000"",""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0137,Computer - PC08,ACER ALL IN ONE,DQVUWSP1B211016913000,available,1,unit,LR 105 Applications Development Lab I,,"{""ip_address"":""DHCP"",""pc_no"":""PC08"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B211016913000"",""source_file"":""LR105(1).docx"",""source_files"":[""LR105(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0163,Computer - PC08,ACER ALL IN ONE,DQVUWSP1B2110167C3000,available,1,unit,LR 106 Applications Development Lab II,,"{""ip_address"":""DHCP"",""pc_no"":""PC08"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B2110167C3000"",""source_file"":""LR106(1).docx"",""source_files"":[""LR106(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0014,Computer - PC09,ACER ALL IN ONE,DQVUYSP00N20102D8C3000,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC09"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N20102D8C3000"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0045,Computer - PC09,ACER ALL IN ONE,DQVUYSP00N20100384B3000,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC09"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N20100384B3000"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0081,Computer - PC09,ACER ALL IN ONE,DQVUYSP00N210038453000,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC09"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N210038453000"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0112,Computer - PC09,ACER ALL IN ONE,DQVUYSP00N20102D7E3000,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC09"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N20102D7E3000"",""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0138,Computer - PC09,ACER ALL IN ONE,DQVUWSP1B211016853000,available,1,unit,LR 105 Applications Development Lab I,,"{""ip_address"":""DHCP"",""pc_no"":""PC09"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B211016853000"",""source_file"":""LR105(1).docx"",""source_files"":[""LR105(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0164,Computer - PC09,ACER ALL IN ONE,DQVUWSP1B211016763000,available,1,unit,LR 106 Applications Development Lab II,,"{""ip_address"":""DHCP"",""pc_no"":""PC09"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B211016763000"",""source_file"":""LR106(1).docx"",""source_files"":[""LR106(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0015,Computer - PC10,ACER ALL IN ONE,DQVUYSP00N2100384A3000,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC10"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N2100384A3000"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0046,Computer - PC10,ACER ALL IN ONE,DQVUYSP00N210038793000,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC10"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N210038793000"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0082,Computer - PC10,ACER ALL IN ONE,DQVUYSP00N210038653000,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC10"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N210038653000"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0113,Computer - PC10,ACER ALL IN ONE,DQVUYSP00N210038593000,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC10"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N210038593000"",""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0139,Computer - PC10,ACER ALL IN ONE,DQVUWSP1B211016743000,available,1,unit,LR 105 Applications Development Lab I,,"{""ip_address"":""DHCP"",""pc_no"":""PC10"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B211016743000"",""source_file"":""LR105(1).docx"",""source_files"":[""LR105(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0165,Computer - PC10,ACER ALL IN ONE,DQVUWSP1B2110167E3000,available,1,unit,LR 106 Applications Development Lab II,,"{""ip_address"":""DHCP"",""pc_no"":""PC10"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B2110167E3000"",""source_file"":""LR106(1).docx"",""source_files"":[""LR106(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0016,Computer - PC11,ACER ALL IN ONE,DQVUYSP00N2010384A3000,available,1,unit,LR 101 E-Learning / Research Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC11"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N2010384A3000"",""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0047,Computer - PC11,ACER ALL IN ONE,DQVUYSP00N20102D7B3000,available,1,unit,LR 102 Programming & Web Development Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC11"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N20102D7B3000"",""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0083,Computer - PC11,ACER ALL IN ONE,DQVUYSP00N210038743000,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC11"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N210038743000"",""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0114,Computer - PC11,ACER ALL IN ONE,DQVUYSP00N20102D8E3000,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""ip_address"":""DHCP"",""pc_no"":""PC11"",""raw_value"":""ACER ALL IN ONE DQVUYSP00N20102D8E3000"",""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0140,Computer - PC11,ACER ALL IN ONE,DQVUWSP1B2110169E3000,available,1,unit,LR 105 Applications Development Lab I,,"{""ip_address"":""DHCP"",""pc_no"":""PC11"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B2110169E3000"",""source_file"":""LR105(1).docx"",""source_files"":[""LR105(1).docx""]}",,
,Computer,asset,Computing Equipment,asset_group,COMPUTER-0166,Computer - PC11,ACER ALL IN ONE,DQVUWSP1B211016733000,available,1,unit,LR 106 Applications Development Lab II,,"{""ip_address"":""DHCP"",""pc_no"":""PC11"",""raw_value"":""ACER ALL IN ONE DQVUWSP1B211016733000"",""source_file"":""LR106(1).docx"",""source_files"":[""LR106(1).docx""]}",,
